destination_id,destination_name,state,latitude,longitude,avg_cost,cost_category,best_season,avg_temp,precipitation,climate_type,popularity_score,safety_index,ratings_avg,total_reviews,adventure,beach,nature,nightlife,food,culture,sightseeing,trip_duration_days,family_friendly,solo_friendly,couple_friendly,recommended_for
1606,Delhi,Delhi,31.8648,83.4467,64302,Luxury,Winter,35,127,Dry,79,71,4.3,32852,0,0,0,1,0,1,1,2,1,0,1,Spiritual
1607,Hyderabad,Telangana,10.8778,92.5579,34300,Luxury,Monsoon,11,69,Tropical,46,49,4.1,10569,0,0,0,1,0,0,0,3,1,1,1,Adventure
1608,Puri,Odisha,18.0458,89.6684,10835,Budget,Summer,27,101,Cold,36,36,3.8,49078,0,0,0,0,0,0,0,8,1,1,0,Luxury
1609,Darjeeling,West Bengal,18.0539,79.2748,64279,Luxury,All-year,16,132,Temperate,64,38,3.6,38526,0,0,1,0,0,0,1,5,0,0,0,Nature
1610,Hyderabad,Telangana,15.7501,92.0866,10583,Budget,Summer,7,247,Cold,62,57,3.9,11806,0,0,0,1,0,0,1,11,0,1,1,Spiritual
1611,Coorg,Karnataka,12.3794,94.531,38551,Luxury,Winter,8,187,Dry,54,30,4.2,28352,1,0,1,0,1,0,0,8,0,1,0,Beach
1612,Srinagar,Jammu and Kashmir,10.5073,94.9002,58729,Luxury,Monsoon,5,174,Dry,100,45,3.7,12319,1,0,0,0,0,0,1,11,1,1,1,Luxury
1613,Vizag,Andhra Pradesh,13.0206,85.594,75544,Luxury,Monsoon,11,321,Temperate,29,30,3.8,2161,0,1,0,0,0,0,0,2,1,1,1,Budget
1614,Haridwar,Uttarakhand,13.0826,91.2695,38512,Luxury,Winter,6,345,Tropical,60,46,3.9,6135,0,0,0,0,1,0,0,3,0,0,1,Budget
1615,Indore,Madhya Pradesh,23.7844,83.2794,40377,Luxury,All-year,19,41,Tropical,47,75,4.9,32524,0,0,0,0,1,0,0,6,0,0,0,Family
1616,Varanasi,Uttar Pradesh,22.832,73.8965,51582,Luxury,All-year,34,43,Tropical,77,38,5.0,42229,0,0,0,0,0,1,1,12,1,1,1,Spiritual
1617,Munnar,Kerala,21.8394,86.2375,34097,Luxury,Monsoon,32,276,Temperate,52,42,4.6,32492,0,0,1,0,1,0,0,7,1,1,1,Budget
1618,Vizag,Andhra Pradesh,13.6878,72.8986,68296,Luxury,Monsoon,29,189,Cold,59,44,3.8,41835,0,1,0,0,0,0,0,12,1,0,0,Budget
1619,Delhi,Delhi,10.4919,91.8768,74786,Luxury,Winter,34,319,Cold,26,95,4.8,44203,0,0,0,1,0,1,0,11,0,1,1,Couple
1620,Ranchi,Jharkhand,22.1321,80.7557,32340,Luxury,Winter,11,108,Tropical,62,65,4.9,21048,0,0,0,0,0,0,1,7,0,0,0,Budget
1621,Mumbai,Maharashtra,33.7685,96.7633,25422,Luxury,All-year,10,190,Temperate,21,45,4.9,33479,0,0,0,1,0,0,0,12,0,1,1,Luxury
1622,Alleppey,Kerala,23.2929,81.1643,10751,Budget,Winter,21,336,Dry,33,99,4.9,27957,0,0,0,0,0,0,0,10,1,0,1,Spiritual
1623,Gangtok,Sikkim,31.972,95.2174,76490,Luxury,Summer,26,272,Temperate,29,98,3.9,26635,0,0,0,0,1,0,0,5,1,1,1,Beach
1624,Ooty,Tamil Nadu,12.694,92.8457,64703,Luxury,Monsoon,33,172,Dry,26,61,4.1,40642,0,0,0,0,0,0,0,11,1,0,1,Culture
1625,Rishikesh,Uttarakhand,14.9957,78.0294,47108,Luxury,Winter,32,250,Temperate,82,69,4.6,34535,1,0,0,0,1,0,1,5,1,1,1,Family
1626,Mumbai,Maharashtra,33.1337,75.3619,46389,Luxury,All-year,24,265,Tropical,70,52,4.6,37880,0,0,0,1,0,0,1,12,1,0,1,Culture
1627,Guwahati,Assam,17.2058,96.9796,65766,Luxury,Monsoon,10,264,Temperate,92,70,4.0,12344,0,0,0,0,0,0,1,12,1,0,1,Adventure
1628,Mumbai,Maharashtra,24.1166,78.7221,34099,Luxury,Winter,21,127,Dry,38,28,4.8,3255,0,0,0,1,0,0,0,2,1,1,1,Culture
1629,Mysore,Karnataka,31.022,68.1023,6518,Budget,Summer,18,67,Dry,85,90,4.1,36366,0,0,0,0,0,0,1,8,1,1,0,Adventure
1630,Mysore,Karnataka,14.8895,75.4322,60588,Luxury,Summer,35,369,Dry,90,51,3.7,28174,0,0,0,0,1,0,1,11,1,1,1,Spiritual
1631,Pondicherry,Puducherry,21.3291,91.3967,70205,Luxury,Summer,33,396,Temperate,28,59,4.2,29807,0,1,0,0,0,0,0,7,1,1,0,Spiritual
1632,Jaipur,Rajasthan,23.2226,90.3366,25919,Luxury,All-year,34,354,Cold,48,83,5.0,18512,0,0,0,0,0,1,0,4,0,1,1,Beach
1633,Puri,Odisha,10.5147,86.806,70175,Luxury,Summer,19,200,Tropical,94,75,3.6,49846,0,0,0,0,0,0,1,3,1,0,0,Nature
1634,Kanyakumari,Tamil Nadu,10.6768,83.7768,37228,Luxury,Winter,28,130,Cold,86,61,4.9,49987,0,1,0,0,0,0,1,6,1,1,0,Family
1635,Kolkata,West Bengal,17.4892,73.6738,13413,Mid-range,All-year,17,160,Dry,29,35,3.8,16792,0,0,0,1,0,1,0,9,1,0,0,Wildlife
1636,Jaipur,Rajasthan,20.4005,74.9396,25113,Luxury,All-year,34,384,Dry,85,20,4.5,18444,0,0,0,0,0,1,1,11,1,0,1,Nature
1637,Vizag,Andhra Pradesh,26.7593,73.7439,4956,Budget,Summer,33,343,Temperate,26,86,3.8,32724,0,1,0,0,0,0,0,2,1,0,0,Couple
1638,Delhi,Delhi,22.8458,77.6985,46733,Luxury,Winter,26,253,Cold,87,81,4.1,35659,0,0,0,1,0,1,1,11,0,0,0,Nature
1639,Vizag,Andhra Pradesh,12.852,88.0077,40128,Luxury,Winter,20,316,Cold,88,51,4.4,37182,0,1,0,0,0,0,1,4,1,1,1,Couple
1640,Kanyakumari,Tamil Nadu,31.1908,85.2846,47929,Luxury,Monsoon,22,250,Dry,44,59,3.7,40215,0,1,0,0,1,0,0,5,1,1,1,Couple
1641,Kutch,Gujarat,31.8408,87.885,32999,Luxury,All-year,7,361,Temperate,81,91,4.7,24182,0,0,0,0,0,0,1,5,1,0,0,Nature
1642,Darjeeling,West Bengal,26.0701,81.845,15482,Mid-range,Monsoon,23,320,Tropical,78,73,4.0,39571,0,0,1,0,0,0,1,5,1,0,1,Spiritual
1643,Puri,Odisha,31.0373,95.8408,37192,Luxury,Monsoon,19,113,Cold,23,71,4.3,10770,0,0,0,0,0,0,0,2,1,1,0,Wildlife
1644,Bodh Gaya,Bihar,20.3297,78.3439,13843,Mid-range,Winter,25,179,Dry,67,41,3.9,17972,0,0,0,0,1,1,1,8,1,0,1,Wildlife
1645,Srinagar,Jammu and Kashmir,15.6889,95.4988,39907,Luxury,Winter,15,133,Temperate,95,73,3.6,30366,1,0,0,0,0,0,1,7,1,1,0,Spiritual
1646,Kanyakumari,Tamil Nadu,11.2162,71.6793,21685,Mid-range,Winter,31,100,Dry,31,79,4.9,23511,0,1,0,0,0,0,0,10,1,0,1,Nature
1647,Hampi,Karnataka,8.9937,79.1481,61630,Luxury,Winter,28,133,Dry,58,33,3.6,22015,1,0,0,0,1,1,0,5,1,0,0,Family
1648,Andaman,Andaman and Nicobar Islands,16.9792,86.3211,37574,Luxury,Monsoon,31,381,Tropical,90,29,3.8,28693,0,1,0,0,0,0,1,10,0,1,0,Wildlife
1649,Alleppey,Kerala,13.7055,79.6459,5985,Budget,Winter,33,335,Cold,44,57,4.8,47299,0,0,0,0,1,0,0,5,1,1,0,Wildlife
1650,Lonavala,Maharashtra,18.6128,87.4264,60808,Luxury,All-year,35,350,Cold,88,48,4.5,3281,0,0,1,0,0,0,1,4,1,1,1,Adventure
1651,Jaipur,Rajasthan,17.8261,81.379,55694,Luxury,Summer,20,222,Temperate,52,24,4.6,46433,0,0,0,0,0,1,0,5,1,0,1,Nature
1652,Indore,Madhya Pradesh,22.2173,77.4187,18944,Mid-range,All-year,20,138,Dry,70,34,4.8,2803,0,0,0,0,0,0,1,8,1,1,1,Family
1653,Gangtok,Sikkim,25.1386,91.4881,65295,Luxury,Summer,29,119,Temperate,29,93,4.0,21613,0,0,0,0,0,0,0,10,0,1,0,Budget
1654,Shimla,Himachal Pradesh,15.0068,78.4633,55472,Luxury,Monsoon,9,33,Cold,25,37,3.7,40530,0,0,0,0,1,0,0,2,0,0,0,Couple
1655,Coorg,Karnataka,12.5503,84.3018,43374,Luxury,All-year,14,298,Dry,23,51,4.8,10199,1,0,1,0,0,0,0,5,1,1,1,Spiritual
1656,Mumbai,Maharashtra,10.1787,85.3216,4694,Budget,Monsoon,35,325,Tropical,36,81,4.8,13145,0,0,0,1,0,0,0,6,1,0,1,Budget
1657,Vizag,Andhra Pradesh,24.1673,75.7942,39566,Luxury,Monsoon,28,100,Temperate,49,44,4.5,32494,0,1,0,0,0,0,0,8,1,1,0,Budget
1658,Varanasi,Uttar Pradesh,31.0601,96.9249,56387,Luxury,Monsoon,15,89,Tropical,77,76,4.3,3955,0,0,0,0,0,1,1,2,1,1,1,Wildlife
1659,Pondicherry,Puducherry,32.7436,92.9296,78138,Luxury,Monsoon,11,323,Tropical,93,54,4.3,37356,0,1,0,0,1,0,1,8,1,0,0,Luxury
1660,Varanasi,Uttar Pradesh,15.2958,71.9775,40009,Luxury,Winter,21,255,Tropical,49,73,4.5,48897,0,0,0,0,0,1,0,5,1,0,0,Luxury
1661,Kolkata,West Bengal,24.1822,86.2341,20416,Mid-range,Monsoon,8,25,Tropical,44,80,4.7,38656,0,0,0,1,1,1,0,5,0,1,1,Beach
1662,Udaipur,Rajasthan,20.9406,69.088,31283,Luxury,Monsoon,29,149,Dry,97,59,3.7,32670,0,0,0,0,0,1,1,6,1,0,0,Budget
1663,Jaipur,Rajasthan,24.8046,92.6848,77535,Luxury,Winter,10,115,Tropical,36,23,4.2,15620,0,0,0,0,1,1,0,10,1,0,0,Couple
1664,Coorg,Karnataka,23.9853,82.6367,73684,Luxury,Monsoon,20,180,Cold,87,62,4.3,39311,1,0,1,0,1,0,1,2,1,0,1,Culture
1665,Ladakh,Ladakh,13.9918,75.4983,34941,Luxury,All-year,5,117,Dry,20,93,4.4,7391,1,0,0,0,1,0,0,11,1,0,1,Beach
1666,Delhi,Delhi,17.8897,91.1082,25589,Luxury,Summer,22,201,Dry,100,96,4.4,6411,0,0,0,1,1,1,1,12,1,1,1,Adventure
1667,Gangtok,Sikkim,14.2544,76.825,6429,Budget,Monsoon,32,27,Cold,62,78,3.8,9469,0,0,0,0,1,0,1,8,0,1,1,Luxury
1668,Andaman,Andaman and Nicobar Islands,16.7246,78.4785,26668,Luxury,Monsoon,25,80,Tropical,72,74,4.3,2827,0,1,0,0,0,0,1,4,1,1,0,Budget
1669,Kolkata,West Bengal,29.9472,91.9011,64148,Luxury,Winter,29,228,Cold,80,61,3.6,4576,0,0,0,1,0,1,1,12,1,0,0,Adventure
1670,Coorg,Karnataka,25.4784,79.1352,16860,Mid-range,All-year,33,351,Dry,63,85,4.7,18168,1,0,1,0,1,0,1,3,1,1,1,Beach
1671,Goa,Goa,15.8705,84.7017,51645,Luxury,Monsoon,15,64,Dry,44,89,3.8,14933,0,1,0,1,0,0,0,11,0,0,1,Beach
1672,Indore,Madhya Pradesh,29.7534,91.7546,62378,Luxury,All-year,11,342,Cold,86,43,3.8,22003,0,0,0,0,1,0,1,9,1,1,1,Adventure
1673,Ooty,Tamil Nadu,32.2831,80.8642,23042,Mid-range,Monsoon,20,211,Cold,41,36,3.7,43698,0,0,0,0,0,0,0,4,1,1,0,Couple
1674,Goa,Goa,27.7561,75.447,78222,Luxury,All-year,22,147,Temperate,67,56,4.8,8370,0,1,0,1,0,0,1,3,1,0,0,Luxury
1675,Andaman,Andaman and Nicobar Islands,30.6353,75.9418,46398,Luxury,Winter,8,115,Tropical,53,37,3.8,25809,0,1,0,0,0,0,0,5,0,1,1,Spiritual
1676,Varanasi,Uttar Pradesh,17.4774,77.4014,29492,Luxury,Summer,33,242,Dry,95,63,4.0,34450,0,0,0,0,1,1,1,3,1,1,1,Beach
1677,Guwahati,Assam,21.0615,71.0798,43365,Luxury,Monsoon,10,348,Cold,63,50,4.8,40064,0,0,0,0,1,0,1,4,1,0,1,Luxury
1678,Shimla,Himachal Pradesh,16.9361,90.4527,77537,Luxury,Summer,5,315,Temperate,89,77,4.8,47289,0,0,0,0,0,0,1,3,1,0,1,Beach
1679,Coorg,Karnataka,19.2162,75.4924,28638,Luxury,Summer,13,185,Tropical,31,64,4.4,29243,1,0,1,0,1,0,0,6,1,0,0,Wildlife
1680,Manali,Himachal Pradesh,19.0279,96.9585,10681,Budget,Monsoon,30,167,Cold,100,67,4.0,42062,1,0,1,0,1,0,1,8,1,0,1,Luxury
1681,Pondicherry,Puducherry,17.0101,95.7103,75979,Luxury,Monsoon,19,194,Dry,73,94,4.3,19361,0,1,0,0,0,0,1,7,1,1,1,Wildlife
1682,Haridwar,Uttarakhand,16.3508,82.6107,48338,Luxury,Summer,34,354,Tropical,51,36,4.3,47126,0,0,0,0,1,0,0,8,0,1,1,Budget
1683,Srinagar,Jammu and Kashmir,32.3503,76.9725,8340,Budget,Monsoon,21,211,Temperate,66,27,4.5,14934,1,0,0,0,0,0,1,7,1,1,0,Luxury
1684,Pondicherry,Puducherry,14.4808,90.8344,53732,Luxury,Winter,15,274,Cold,37,20,4.2,48677,0,1,0,0,0,0,0,9,0,0,1,Spiritual
1685,Vizag,Andhra Pradesh,23.9979,79.8957,8109,Budget,Winter,25,221,Temperate,39,30,4.4,30198,0,1,0,0,0,0,0,2,1,1,1,Luxury
1686,Shimla,Himachal Pradesh,14.9511,71.5096,32330,Luxury,All-year,7,88,Tropical,95,27,5.0,561,0,0,0,0,0,0,1,6,0,1,1,Family
1687,Bodh Gaya,Bihar,21.4068,73.6937,46888,Luxury,Summer,33,162,Tropical,37,56,4.4,34419,0,0,0,0,0,1,0,8,0,0,1,Wildlife
1688,Lonavala,Maharashtra,29.8797,82.0708,34518,Luxury,Winter,8,85,Temperate,75,34,4.4,28208,0,0,1,0,0,0,1,10,1,1,0,Couple
1689,Puri,Odisha,27.0573,77.1239,51283,Luxury,Monsoon,29,42,Tropical,42,94,4.4,2833,0,0,0,0,0,0,0,5,0,1,1,Couple
1690,Mumbai,Maharashtra,32.2038,95.5203,39024,Luxury,Winter,21,18,Dry,83,22,3.8,13292,0,0,0,1,0,0,1,4,0,1,1,Nature
1691,Manali,Himachal Pradesh,31.0161,79.7883,14876,Mid-range,Summer,23,250,Temperate,38,75,4.9,30111,1,0,1,0,1,0,0,9,1,1,0,Family
1692,Darjeeling,West Bengal,31.5589,74.3613,15307,Mid-range,Winter,20,134,Cold,90,93,4.7,35640,0,0,1,0,0,0,1,2,1,1,0,Budget
1693,Rishikesh,Uttarakhand,26.3716,82.7562,42372,Luxury,All-year,21,298,Dry,96,28,4.3,6154,1,0,0,0,1,0,1,7,0,1,1,Nature
1694,Ooty,Tamil Nadu,28.4621,78.2214,4488,Budget,All-year,26,388,Tropical,83,36,4.5,32059,0,0,0,0,0,0,1,4,1,1,1,Beach
1695,Hampi,Karnataka,9.6837,94.0461,14236,Mid-range,Winter,27,235,Cold,55,20,5.0,5589,1,0,0,0,0,1,0,4,0,0,1,Luxury
1696,Mahabaleshwar,Maharashtra,28.8881,78.3389,54428,Luxury,Summer,22,222,Dry,84,59,3.7,12078,0,0,1,0,1,0,1,2,1,0,1,Budget
1697,Jaipur,Rajasthan,26.1652,79.1953,41351,Luxury,Summer,24,80,Cold,57,82,3.8,13262,0,0,0,0,0,1,0,8,0,0,0,Beach
1698,Alleppey,Kerala,15.8921,93.6241,56126,Luxury,All-year,7,390,Cold,45,93,4.6,40729,0,0,0,0,1,0,0,3,1,0,1,Luxury
1699,Haridwar,Uttarakhand,11.8509,68.467,12192,Mid-range,Summer,18,190,Temperate,25,34,4.6,16648,0,0,0,0,1,0,0,4,1,1,1,Spiritual
1700,Mysore,Karnataka,12.6298,91.4954,78890,Luxury,Monsoon,25,56,Temperate,29,82,4.2,16300,0,0,0,0,0,0,0,3,1,0,0,Nature
1701,Goa,Goa,22.2529,94.8852,20889,Mid-range,All-year,16,54,Temperate,67,27,4.9,11521,0,1,0,1,0,0,1,10,1,1,1,Wildlife
1702,Guwahati,Assam,28.5075,78.2771,44076,Luxury,All-year,7,236,Temperate,69,94,4.9,19664,0,0,0,0,0,0,1,5,1,1,0,Culture
1703,Coorg,Karnataka,26.9627,82.7837,78786,Luxury,Summer,33,205,Dry,97,83,4.5,5118,1,0,1,0,0,0,1,4,1,0,0,Luxury
1704,Mysore,Karnataka,30.6983,79.0725,30219,Luxury,Monsoon,21,208,Tropical,30,61,4.8,19463,0,0,0,0,0,0,0,8,1,1,1,Culture
1705,Puri,Odisha,12.704,75.477,21488,Mid-range,All-year,6,229,Tropical,63,54,4.1,26138,0,0,0,0,0,0,1,10,0,0,1,Culture
1706,Pondicherry,Puducherry,12.1368,85.9262,41625,Luxury,All-year,10,182,Temperate,53,82,4.7,37162,0,1,0,0,0,0,0,12,1,1,1,Culture
1707,Guwahati,Assam,21.683,86.1257,71903,Luxury,Winter,35,186,Temperate,42,81,3.8,30015,0,0,0,0,0,0,0,2,1,0,1,Budget
1708,Delhi,Delhi,27.3164,88.5137,48569,Luxury,Winter,22,359,Temperate,20,99,4.2,45671,0,0,0,1,0,1,0,6,1,0,0,Culture
1709,Jaipur,Rajasthan,18.7303,72.1962,75317,Luxury,All-year,31,180,Cold,41,21,4.9,30355,0,0,0,0,0,1,0,6,1,0,1,Culture
1710,Darjeeling,West Bengal,12.0085,83.5485,66923,Luxury,Monsoon,16,42,Tropical,89,79,5.0,47306,0,0,1,0,0,0,1,9,0,0,0,Luxury
1711,Coorg,Karnataka,32.085,73.0136,22951,Mid-range,Monsoon,13,197,Dry,43,41,4.1,3610,1,0,1,0,1,0,0,8,0,1,1,Luxury
1712,Andaman,Andaman and Nicobar Islands,12.806,86.4049,33545,Luxury,Monsoon,6,25,Dry,25,90,3.8,7558,0,1,0,0,0,0,0,10,0,1,1,Beach
1713,Alleppey,Kerala,23.8769,85.495,34259,Luxury,Monsoon,27,230,Temperate,49,32,3.7,22484,0,0,0,0,0,0,0,7,0,0,0,Wildlife
1714,Darjeeling,West Bengal,11.1132,90.8298,66224,Luxury,Monsoon,23,90,Dry,94,78,4.5,30708,0,0,1,0,0,0,1,6,1,1,1,Adventure
1715,Hyderabad,Telangana,22.6079,78.3603,64597,Luxury,Summer,29,50,Dry,51,28,4.7,35221,0,0,0,1,0,0,0,3,1,1,0,Luxury
1716,Kutch,Gujarat,13.2437,90.8207,35447,Luxury,Winter,30,251,Cold,58,68,3.8,47444,0,0,0,0,1,0,0,3,0,0,1,Luxury
1717,Srinagar,Jammu and Kashmir,25.7443,86.5712,10059,Budget,Summer,27,22,Temperate,39,92,4.9,31594,1,0,0,0,0,0,0,9,0,1,0,Nature
1718,Vizag,Andhra Pradesh,14.7203,75.7745,31081,Luxury,All-year,7,33,Temperate,21,63,4.4,4189,0,1,0,0,1,0,0,6,0,1,0,Spiritual
1719,Lonavala,Maharashtra,17.4616,95.2391,50115,Luxury,Winter,7,218,Cold,77,60,4.2,24631,0,0,1,0,1,0,1,3,1,1,0,Beach
1720,Amritsar,Punjab,33.0342,85.752,49992,Luxury,All-year,6,332,Tropical,24,68,3.5,26671,0,0,0,0,1,1,0,4,1,1,1,Adventure
1721,Vizag,Andhra Pradesh,18.87,77.243,50082,Luxury,Winter,15,220,Temperate,65,61,3.6,22262,0,1,0,0,0,0,1,6,1,1,1,Couple
1722,Vizag,Andhra Pradesh,13.2281,88.0838,27932,Luxury,Summer,13,246,Cold,44,82,4.2,7525,0,1,0,0,1,0,0,5,1,1,0,Luxury
1723,Andaman,Andaman and Nicobar Islands,26.9564,82.315,77253,Luxury,All-year,6,325,Dry,64,54,4.2,17005,0,1,0,0,1,0,1,4,0,0,1,Family
1724,Pondicherry,Puducherry,18.2596,93.5846,74397,Luxury,Winter,8,138,Cold,40,53,3.7,18755,0,1,0,0,0,0,0,10,0,1,1,Budget
1725,Gangtok,Sikkim,11.2086,95.0729,76625,Luxury,Winter,17,305,Tropical,22,95,4.7,23119,0,0,0,0,0,0,0,12,0,1,1,Adventure
1726,Hyderabad,Telangana,28.2531,88.0274,61186,Luxury,Summer,24,210,Cold,85,78,4.3,12615,0,0,0,1,0,0,1,2,0,0,0,Adventure
1727,Mahabaleshwar,Maharashtra,14.3249,68.0541,73524,Luxury,Monsoon,14,322,Tropical,21,64,4.8,19214,0,0,1,0,0,0,0,7,0,1,1,Culture
1728,Kolkata,West Bengal,30.3856,70.1519,62595,Luxury,Winter,17,185,Dry,82,70,4.6,44018,0,0,0,1,0,1,1,4,1,1,1,Luxury
1729,Mumbai,Maharashtra,14.2555,69.0083,20526,Mid-range,Winter,10,357,Dry,35,47,5.0,17405,0,0,0,1,1,0,0,6,0,1,0,Family
1730,Haridwar,Uttarakhand,9.2414,78.8357,39042,Luxury,Winter,29,48,Dry,20,68,4.8,8153,0,0,0,0,0,0,0,2,1,1,0,Budget
1731,Jaipur,Rajasthan,17.9266,91.9356,33504,Luxury,All-year,26,254,Temperate,100,77,3.7,47998,0,0,0,0,1,1,1,6,1,0,1,Couple
1732,Hampi,Karnataka,29.4191,90.3792,62593,Luxury,Summer,11,316,Dry,95,21,4.1,37954,1,0,0,0,0,1,1,3,1,0,0,Adventure
1733,Goa,Goa,30.7016,74.745,61989,Luxury,Winter,22,260,Cold,79,45,4.3,29857,0,1,0,1,1,0,1,5,1,0,0,Couple
1734,Pondicherry,Puducherry,15.0634,79.2158,41976,Luxury,Summer,24,87,Tropical,36,90,4.5,25434,0,1,0,0,0,0,0,10,1,1,1,Wildlife
1735,Coorg,Karnataka,32.7331,93.4074,41780,Luxury,All-year,5,274,Temperate,28,31,4.6,49650,1,0,1,0,0,0,0,8,1,1,1,Luxury
1736,Ranchi,Jharkhand,24.689,78.9252,18991,Mid-range,Winter,5,338,Cold,85,82,3.5,26940,0,0,0,0,0,0,1,3,0,1,1,Luxury
1737,Ooty,Tamil Nadu,31.7276,90.4908,34787,Luxury,Monsoon,9,104,Dry,67,72,4.0,38097,0,0,0,0,0,0,1,2,0,1,1,Culture
1738,Mahabaleshwar,Maharashtra,28.232,81.0688,33443,Luxury,Summer,35,387,Cold,29,88,4.0,8289,0,0,1,0,1,0,0,8,1,0,0,Budget
1739,Gangtok,Sikkim,20.0183,86.3423,55199,Luxury,All-year,13,52,Dry,36,92,4.1,11271,0,0,0,0,0,0,0,11,1,0,1,Culture
1740,Ooty,Tamil Nadu,9.1799,72.6155,66773,Luxury,Winter,14,116,Cold,31,24,4.3,27147,0,0,0,0,0,0,0,9,0,1,1,Luxury
1741,Gangtok,Sikkim,31.4925,81.8493,76530,Luxury,Winter,28,65,Tropical,80,39,3.9,25658,0,0,0,0,0,0,1,5,1,1,1,Adventure
1742,Amritsar,Punjab,17.3985,73.1996,53967,Luxury,Winter,18,141,Cold,34,80,3.8,12153,0,0,0,0,0,1,0,2,0,0,1,Beach
1743,Andaman,Andaman and Nicobar Islands,27.1851,84.4235,12010,Mid-range,Monsoon,19,134,Temperate,58,51,3.9,2804,0,1,0,0,0,0,0,10,1,1,1,Luxury
1744,Ladakh,Ladakh,9.1469,93.2488,56920,Luxury,Summer,21,328,Temperate,31,64,4.8,49328,1,0,0,0,0,0,0,10,1,1,1,Adventure
1745,Vizag,Andhra Pradesh,19.6378,85.2705,51074,Luxury,Winter,13,330,Temperate,35,48,3.8,1091,0,1,0,0,1,0,0,2,1,0,0,Family
1746,Andaman,Andaman and Nicobar Islands,12.3931,96.55,60794,Luxury,Winter,24,17,Dry,87,51,3.5,40700,0,1,0,0,0,0,1,3,1,1,0,Adventure
1747,Srinagar,Jammu and Kashmir,21.8823,83.606,24326,Mid-range,Monsoon,13,157,Cold,58,71,4.0,42531,1,0,0,0,0,0,0,9,0,0,1,Luxury
1748,Ladakh,Ladakh,32.3981,77.7971,17391,Mid-range,All-year,8,62,Tropical,34,76,4.9,17583,1,0,0,0,1,0,0,7,1,0,1,Couple
1749,Guwahati,Assam,17.0402,91.5508,77695,Luxury,Winter,28,260,Cold,100,26,4.4,30288,0,0,0,0,0,0,1,11,1,0,0,Spiritual
1750,Manali,Himachal Pradesh,17.5245,77.5882,54174,Luxury,Monsoon,15,347,Cold,42,88,5.0,38279,1,0,1,0,0,0,0,2,1,0,0,Adventure
1751,Hyderabad,Telangana,25.0625,77.9844,18418,Mid-range,Winter,10,243,Tropical,65,84,3.8,38713,0,0,0,1,0,0,1,9,1,1,1,Adventure
1752,Vizag,Andhra Pradesh,30.2389,84.3614,13126,Mid-range,Monsoon,24,227,Cold,46,55,3.6,21306,0,1,0,0,0,0,0,8,0,0,1,Budget
1753,Haridwar,Uttarakhand,29.4694,78.958,65757,Luxury,Winter,12,350,Temperate,52,40,4.8,36280,0,0,0,0,0,0,0,7,1,1,0,Nature
1754,Gangtok,Sikkim,11.4987,79.4589,36627,Luxury,Winter,7,154,Dry,62,68,4.3,10118,0,0,0,0,0,0,1,9,0,1,1,Budget
1755,Mumbai,Maharashtra,26.1985,72.982,20108,Mid-range,All-year,7,248,Tropical,82,90,4.5,10232,0,0,0,1,0,0,1,5,0,0,0,Wildlife
1756,Mysore,Karnataka,12.1251,83.6632,46152,Luxury,Summer,13,78,Temperate,99,49,3.8,328,0,0,0,0,0,0,1,2,0,0,0,Couple
1757,Mumbai,Maharashtra,20.7705,84.2997,48239,Luxury,Monsoon,13,355,Temperate,34,68,3.6,7230,0,0,0,1,1,0,0,6,1,1,1,Couple
1758,Ranchi,Jharkhand,22.5882,85.265,34093,Luxury,Winter,25,290,Cold,74,72,4.9,47682,0,0,0,0,0,0,1,4,1,1,1,Nature
1759,Puri,Odisha,17.1705,71.3922,51103,Luxury,All-year,23,291,Dry,55,63,4.4,23518,0,0,0,0,0,0,0,12,1,0,1,Spiritual
1760,Bodh Gaya,Bihar,11.5668,85.455,69914,Luxury,All-year,19,193,Dry,74,73,3.5,8267,0,0,0,0,0,1,1,4,0,1,0,Beach
1761,Jaipur,Rajasthan,12.6443,70.4461,68828,Luxury,Monsoon,35,170,Dry,42,76,4.9,26100,0,0,0,0,0,1,0,3,1,1,1,Budget
1762,Varanasi,Uttar Pradesh,25.1806,73.3935,45050,Luxury,Summer,20,385,Temperate,25,91,4.1,33577,0,0,0,0,0,1,0,7,1,1,1,Adventure
1763,Mysore,Karnataka,20.6776,94.9525,39305,Luxury,Monsoon,22,332,Temperate,86,58,4.9,4907,0,0,0,0,0,0,1,7,1,0,0,Adventure
1764,Manali,Himachal Pradesh,17.7104,81.2716,17444,Mid-range,Monsoon,12,277,Temperate,62,35,4.5,34457,1,0,1,0,1,0,1,9,0,1,0,Nature
1765,Darjeeling,West Bengal,26.3754,89.6211,67166,Luxury,All-year,21,135,Temperate,62,65,4.7,5650,0,0,1,0,0,0,1,6,1,0,0,Family
1766,Delhi,Delhi,20.1558,86.7509,35962,Luxury,Summer,5,399,Tropical,45,36,4.4,45487,0,0,0,1,0,1,0,12,1,0,1,Beach
1767,Kolkata,West Bengal,12.2649,94.9414,43023,Luxury,All-year,34,219,Tropical,61,80,3.6,513,0,0,0,1,0,1,1,12,1,0,0,Spiritual
1768,Amritsar,Punjab,18.744,90.78,7818,Budget,Summer,9,37,Tropical,57,61,4.7,16324,0,0,0,0,0,1,0,7,1,1,0,Wildlife
1769,Varanasi,Uttar Pradesh,29.7118,68.6196,4057,Budget,All-year,30,344,Dry,26,68,5.0,19737,0,0,0,0,0,1,0,10,1,0,0,Adventure
